year,decade,month,month_name,state,species,activity,body_part,injury,provoked,gender,time_block,time_order,latitude,longitude
2016,2010s,1,Jan,Queensland,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Provoked,Male,,99,-26.8079,153.1389
2016,2010s,1,Jan,Queensland,Other,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-23.4408,151.9146
2016,2010s,1,Jan,Queensland,Tiger Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Early Afternoon,4,-23.1527,150.8997
2016,2010s,2,Feb,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-33.0975,151.6581
2016,2010s,2,Feb,New South Wales,Wobbegong,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,,99,-33.5667,151.3167
2016,2010s,2,Feb,Tasmania,White Shark,Boarding,,Uninjured,Unprovoked,Male,Early Afternoon,4,-40.9138,144.6515
2016,2010s,3,Mar,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-31.1865,152.9809
2016,2010s,3,Mar,South Australia,Whaler Shark,Fishing,,Non-Fatal,Provoked,Male,Night,7,-37.0406,139.7416
2016,2010s,3,Mar,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-34.0557,151.1551
2016,2010s,3,Mar,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-34.6559,150.8557
2016,2010s,4,Apr,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,Morning,3,-28.6417,153.6196
2016,2010s,5,May,Western Australia,White Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Male,,99,-32.5839,115.6534
2016,2010s,5,May,New South Wales,Whaler Shark,Spearfishing,,Uninjured,Provoked,Male,Late Afternoon,5,-28.2552,153.5877
2016,2010s,6,Jun,Western Australia,White Shark,Diving,,Fatal,Unprovoked,Female,,99,-31.6845,115.6811
2016,2010s,6,Jun,Western Australia,Other,Spearfishing,,Non-Fatal,Provoked,Male,,99,-23.02411667,113.1294
2016,2010s,6,Jun,New South Wales,,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-34.6215,150.8568
2016,2010s,5,May,New South Wales,Whaler Shark,Spearfishing,,Uninjured,Provoked,Male,Late Afternoon,5,-28.2552,153.5877
2016,2010s,7,Jul,New South Wales,,Spearfishing,,Uninjured,Provoked,Male,,99,-32.7671,152.1421
2016,2010s,7,Jul,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Early Afternoon,4,-28.8377,153.6044
2016,2010s,7,Jul,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-28.3037,153.5742
2016,2010s,9,Sep,New South Wales,,,Torso,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-30.0996,153.1984
2016,2010s,9,Sep,Victoria,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-38.3681,144.2858
2016,2010s,9,Sep,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-28.8736,153.5904
2016,2010s,9,Sep,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-33.6983,114.9878
2016,2010s,10,Oct,Queensland,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-26.8046,153.1421
2016,2010s,10,Oct,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-28.8377,153.6044
2016,2010s,10,Oct,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-28.6547,153.6284
2016,2010s,10,Oct,Queensland,Other,Swimming,Arm/Hand,Non-Fatal,Provoked,Male,,99,-20.2805,149.0397
2016,2010s,12,Dec,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-32.3104,152.5221
2016,2010s,12,Dec,Queensland,Bull Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-12.45183333,143.3444167
2016,2010s,12,Dec,Western Australia,Whaler Shark,Snorkelling,Torso,Non-Fatal,Unprovoked,Female,,99,-21.8669,114.1576
2016,2010s,12,Dec,Western Australia,,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-31.14531667,115.1265
2017,2010s,1,Jan,Queensland,Whaler Shark,Snorkelling,Torso,Non-Fatal,Unprovoked,Male,,99,-9.8639,144.7908
2017,2010s,1,Jan,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,Evening,6,-36.8976,149.9154
2017,2010s,1,Jan,Queensland,,Swimming,Arm/Hand,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-21.96676,149.48438
2017,2010s,1,Jan,Queensland,Whaler Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-10.65406667,142.5072333
2017,2010s,2,Feb,Western Australia,,Boarding,,Uninjured,Unprovoked,Male,Early Morning,2,-32.5792,115.6551
2017,2010s,2,Feb,Queensland,Tiger Shark,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-18.24945,146.1839
2017,2010s,2,Feb,Western Australia,Bull Shark,Snorkelling,Arm/Hand,Non-Fatal,Unprovoked,Female,,99,-23.1206,113.7594
2017,2010s,3,Mar,New South Wales,,Boarding,Torso,Non-Fatal,Unprovoked,Male,Evening,6,-34.6069,150.8651
2017,2010s,4,Apr,Queensland,,Unmotorised Boating,,Uninjured,Unprovoked,Male,Late Afternoon,5,-27.2532,153.1173
2017,2010s,4,Apr,New South Wales,Other,Boarding,Leg/Foot,Non-Fatal,Provoked,Male,Late Afternoon,5,-32.7723,152.1201
2017,2010s,4,Apr,Western Australia,White Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Female,Late Afternoon,5,-33.8302,121.9888
2017,2010s,6,Jun,New South Wales,Bull Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-33.4692,151.4359
2017,2010s,6,Jun,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,,,99,-33.3146,115.635
2017,2010s,8,Aug,Victoria,White Shark,Boarding,Other,Non-Fatal,Unprovoked,Male,,99,-38.5099,144.0051
2017,2010s,9,Sep,New South Wales,White Shark,Boarding,,Non-Fatal,Unprovoked,,,99,-29.4216,153.3654
2017,2010s,9,Sep,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,Female,,99,-33.8585,114.9843
2017,2010s,9,Sep,Western Australia,Whaler Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-20.61367,117.1863
2017,2010s,10,Oct,South Australia,White Shark,Unmotorised Boating,,Uninjured,Unprovoked,Female,Early Afternoon,4,-35.4573,138.2986
2017,2010s,10,Oct,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Provoked,Male,Morning,3,-32.7851,152.0746
2017,2010s,11,Nov,New South Wales,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-33.4692,151.4359
2017,2010s,12,Dec,New South Wales,Other,Boarding,,Uninjured,Unprovoked,Male,,99,-32.7856,152.0751
2018,2010s,1,Jan,Western Australia,Bull Shark,Swimming,,Non-Fatal,Provoked,Male,,99,-16.4683,123.5353
2018,2010s,1,Jan,New South Wales,White Shark,Snorkelling,,Non-Fatal,Unprovoked,Female,Morning,3,-34.4902,150.9269
2018,2010s,1,Jan,Western Australia,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-33.8627,114.9882
2018,2010s,1,Jan,Queensland,Other,Snorkelling,,Non-Fatal,Provoked,Male,,99,-14.6806,145.4441
2018,2010s,2,Feb,Western Australia,Whaler Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-32.5931,115.6372
2018,2010s,2,Feb,New South Wales,Whaler Shark,Standing in Water,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-34.6767,150.8545
2018,2010s,2,Feb,Western Australia,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,,99,-31.7789,115.7326
2018,2010s,2,Feb,Western Australia,Wobbegong,Snorkelling,Leg/Foot,Non-Fatal,Provoked,Male,,99,-33.5638,115.0629
2018,2010s,2,Feb,New South Wales,White Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Evening,6,-33.9891,151.2351
2018,2010s,3,Mar,Western Australia,Tiger Shark,Snorkelling,,Uninjured,Provoked,Male,,99,-34.2256,115.0609
2018,2010s,3,Mar,Victoria,Whaler Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-38.3681,144.2858
2018,2010s,4,Apr,Western Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-33.8795,114.9829
2018,2010s,4,Apr,Western Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-33.8747,114.9808
2018,2010s,4,Apr,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-33.9761,114.9844
2018,2010s,5,May,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,Female,Morning,3,-33.8795,114.9829
2018,2010s,6,Jun,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-30.0584,153.1987
2018,2010s,6,Jun,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-28.8442,153.6071
2018,2010s,9,Sep,Queensland,Tiger Shark,Swimming,,Non-Fatal,Unprovoked,Female,,99,-20.2499,148.9328
2018,2010s,9,Sep,Queensland,Tiger Shark,Swimming,,Non-Fatal,Unprovoked,Female,,99,-20.2499,148.9328
2018,2010s,9,Sep,Northern Territory,Bull Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,,99,-13.97,136.5933
2018,2010s,10,Oct,New South Wales,Wobbegong,Swimming,,Non-Fatal,Provoked,Male,,99,-32.7667,152.1267
2018,2010s,11,Nov,Queensland,,Boarding,Leg/Foot,Fatal,Unprovoked,Male,,99,-20.2499,148.9328
2018,2010s,11,Nov,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-33.7986,151.2912
2018,2010s,11,Nov,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-28.8632,153.5944
2018,2010s,11,Nov,Queensland,Tiger Shark,Unmotorised Boating,,Uninjured,Unprovoked,Male,,99,-26.7873,153.1433
2018,2010s,11,Nov,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-34.7729,150.8137
2018,2010s,11,Nov,Northern Territory,Whaler Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Morning,3,-12.1825,136.7819
2018,2010s,11,Nov,Western Australia,Other,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-32.6044,115.6285
2018,2010s,12,Dec,New South Wales,,,,Non-Fatal,Unprovoked,,,99,-30.6494,153.0158
2018,2010s,12,Dec,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,Morning,3,-33.3482,151.5033
2019,2010s,1,Jan,Western Australia,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Morning,3,-31.9893,115.7526
2019,2010s,2,Feb,Western Australia,White Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-33.6702 Ê,114.9951
2019,2010s,2,Feb,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-30.5037,153.0324
2019,2010s,2,Feb,Northern Territory,Other,,,Non-Fatal,Provoked,,,99,-13.8611,136.8116
2019,2010s,2,Feb,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-28.6337,153.6003
2019,2010s,3,Mar,Queensland,Other,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-19.7491,149.3063
2019,2010s,4,Apr,New South Wales,Other,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,Early Afternoon,4,-32.7501,152.1459
2019,2010s,5,May,Queensland,Bull Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-24.6083,152.1314
2019,2010s,6,Jun,Tasmania,White Shark,Diving,,Uninjured,Provoked,Male,,99,-43.6523,146.277
2019,2010s,6,Jun,New South Wales,Whaler Shark,,,Non-Fatal,Unprovoked,,,99,-28.8015,153.5978
2019,2010s,7,Jul,Queensland,Tiger Shark,Snorkelling,Leg/Foot,Non-Fatal,Provoked,Female,Evening,6,-11.9667,143.2333
2019,2010s,7,Jul,New South Wales,Other,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,Before Dawn,1,-33.8004,151.2964
2019,2010s,7,Jul,Queensland,Bull Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,Early Morning,2,-26.8419,153.1133
2019,2010s,7,Jul,New South Wales,Bull Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-28.4571,153.5559
2019,2010s,9,Sep,New South Wales,,,,Non-Fatal,Unprovoked,,,99,-34.6767,150.8545
2019,2010s,9,Sep,Western Australia,White Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-31.7247,115.7249
2019,2010s,10,Oct,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-32.4436,152.5279
2019,2010s,10,Oct,Western Australia,Other,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-12.093,96.8783
2019,2010s,10,Oct,Queensland,,Boarding,,Uninjured,,Male,,99,-27.0609,153.2006
2019,2010s,10,Oct,Queensland,,Snorkelling,,Non-Fatal,,Male,,99,-20.1635,148.9492
2019,2010s,10,Oct,Queensland,,Snorkelling,,Non-Fatal,Unprovoked,Male,,99,-20.1635,148.9492
2019,2010s,11,Nov,Queensland,,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-24.8147,152.4669
2019,2010s,12,Dec,Western Australia,,,,Non-Fatal,,,,99,-20.3441,114.143
2019,2010s,12,Dec,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-34.6038,150.8676
2019,2010s,12,Dec,Queensland,Other,Swimming,,Non-Fatal,,Male,,99,-23.2943,151.7017
2020,2020s,1,Jan,New South Wales,Bull Shark,Boarding,,Uninjured,Unprovoked,,,99,-30.3119,153.1427
2020,2020s,1,Jan,Western Australia,White Shark,Diving,,Fatal,Unprovoked,,,99,-33.9222,121.9032
2020,2020s,1,Jan,Queensland,Other,Swimming,,Non-Fatal,Unprovoked,,,99,-23.2941,151.7022
2020,2020s,1,Jan,New South Wales,,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-34.5343,150.8746
2020,2020s,1,Jan,Western Australia,White Shark,Snorkelling,,Uninjured,Provoked,Male,Early Afternoon,4,-31.9908,115.5215
2020,2020s,2,Feb,Queensland,Other,Swimming,Torso,Non-Fatal,Unprovoked,Female,,99,-14.6787,145.4483
2020,2020s,4,Apr,New South Wales,Bull Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-34.6767,150.8545
2020,2020s,4,Apr,Queensland,,Swimming,Leg/Foot,Fatal,Unprovoked,Male,,99,-23.2907,151.7012
2020,2020s,4,Apr,Western Australia,Bull Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-21.8065,114.1178
2020,2020s,4,Apr,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,,99,-31.1873,152.9784
2020,2020s,5,May,Victoria,Whaler Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-38.3669,144.2847
2020,2020s,6,Jun,Western Australia,,Boarding,,Non-Fatal,Unprovoked,Female,Morning,3,-22.6799,113.698
2020,2020s,6,Jun,New South Wales,White Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Male,Morning,3,-28.2778,153.5824
2020,2020s,6,Jun,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-33.4999,151.4255
2020,2020s,6,Jun,New South Wales,Whaler Shark,Spearfishing,,Uninjured,Provoked,Female,,99,-34.3457,150.9227
2020,2020s,6,Jun,New South Wales,Whaler Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-34.3457,150.9227
2020,2020s,6,Jun,New South Wales,Whaler Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-34.3457,150.9227
2020,2020s,7,Jul,Queensland,Whaler Shark,Snorkelling,Leg/Foot,Fatal,Provoked,Male,Early Afternoon,4,-25.0066,153.3611
2020,2020s,7,Jul,New South Wales,Other,Swimming,,Uninjured,Unprovoked,Female,Evening,6,-33.4482,151.4464
2020,2020s,7,Jul,New South Wales,White Shark,Boarding,,Fatal,Unprovoked,Male,Early Afternoon,4,-29.8307,153.2862
2020,2020s,7,Jul,Queensland,Whaler Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Morning,3,-16.9309,145.9874
2020,2020s,7,Jul,Western Australia,White Shark,,,Non-Fatal,Unprovoked,,,99,-33.5427,115.0392
2020,2020s,7,Jul,Tasmania,White Shark,Fishing,Torso,Non-Fatal,Provoked,Male,,99,-40.7786,145.3079
2020,2020s,8,Aug,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Female,,99,-31.4538,152.9319
2020,2020s,9,Sep,Queensland,White Shark,,,Fatal,Unprovoked,,,99,-28.1632,153.5442
2020,2020s,9,Sep,New South Wales,White Shark,Boarding,,Uninjured,Provoked,Male,Late Afternoon,5,-28.3296,153.5724
2020,2020s,9,Sep,New South Wales,Whaler Shark,Standing in Water,Leg/Foot,Uninjured,Unprovoked,Male,,99,-32.7852,152.0754
2020,2020s,9,Sep,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-32.7851,153.0753
2020,2020s,10,Oct,Western Australia,White Shark,Boarding,,Fatal,Unprovoked,Male,,99,-33.8302,121.9888
2020,2020s,10,Oct,New South Wales,White Shark,Diving,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-33.9585,151.2656
2020,2020s,10,Oct,New South Wales,Whaler Shark,Boarding,,Uninjured,Unprovoked,Male,Evening,6,-33.7881,151.2897
2020,2020s,10,Oct,Queensland,Bull Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Early Afternoon,4,-18.2511,146.6668
2020,2020s,11,Nov,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-31.4295,152.9193
2020,2020s,11,Nov,Western Australia,Bull Shark,Boarding,,Fatal,Unprovoked,Male,,99,-17.9288,122.2095
2020,2020s,11,Nov,Queensland,Other,Fishing,,Uninjured,Provoked,Male,,99,-13.7333,143.8667
2020,2020s,12,Dec,South Australia,White Shark,Boarding,,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-35.9295,137.5966
2020,2020s,12,Dec,Western Australia,Bull Shark,Boarding,,Non-Fatal,Unprovoked,Male,,99,-17.9288,122.2095
2021,2020s,1,Jan,Western Australia,Bull Shark,Swimming,,Non-Fatal,Unprovoked,Male,,99,-32.0117,115.7866
2021,2020s,1,Jan,South Australia,White Shark,Snorkelling,,Fatal,Unprovoked,Male,Late Afternoon,5,-38.0522,140.7018
2021,2020s,1,Jan,New South Wales,Bull Shark,Swimming,,Non-Fatal,Unprovoked,Male,Evening,6,-33.0833,151.5833
2021,2020s,1,Jan,Western Australia,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Morning,3,-33.864,114.9864
2021,2020s,2,Feb,South Australia,,Other,,Uninjured,Unprovoked,Male,,99,-34.9804,138.5131
2021,2020s,2,Feb,Western Australia,Wobbegong,Boarding,,Non-Fatal,Unprovoked,,,99,-31.034,115.3356
2021,2020s,3,Mar,New South Wales,Wobbegong,Boarding,,Uninjured,Unprovoked,Male,,99,-34.0557,151.1551
2021,2020s,3,Mar,Western Australia,Other,Fishing,,Uninjured,Provoked,Male,,99,-12.1949,96.8627
2021,2020s,3,Mar,New South Wales,Other,Swimming,Torso,Non-Fatal,Unprovoked,Female,,99,-36.8976,149.9154
2021,2020s,3,Mar,Western Australia,Other,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-33.6397,115.0263
2021,2020s,3,Mar,Western Australia,Wobbegong,Spearfishing,,Uninjured,Provoked,Male,,99,-34.2763,115.052
2021,2020s,3,Mar,Western Australia,Bull Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Early Afternoon,4,-23.325,113.791
2021,2020s,4,Apr,Western Australia,Other,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-20.6564,116.7081
2021,2020s,5,May,New South Wales,White Shark,Boarding,,Fatal,Unprovoked,Male,Morning,3,-32.1521,152.5053
2021,2020s,5,May,Western Australia,Tiger Shark,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,Morning,3,-17.5804,122.1571
2021,2020s,6,Jun,Western Australia,Tiger Shark,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-23.1807,113.7622
2021,2020s,6,Jun,Western Australia,White Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Early Afternoon,4,-29.9453,114.9824
2021,2020s,7,Jul,New South Wales,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,,99,-31.1865,152.9809
2021,2020s,7,Jul,Western Australia,Whaler Shark,Spearfishing,,,Provoked,,,99,-25.7935,113.7128
2021,2020s,7,Jul,Western Australia,Other,Unmotorised Boating,Leg/Foot,Non-Fatal,Provoked,Male,,99,-20.6517,115.5785
2021,2020s,9,Sep,New South Wales,White Shark,Boarding,Arm/Hand,Fatal,Unprovoked,Male,Morning,3,-30.1759,153.1899
2021,2020s,9,Sep,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-30.2860,153.1364
2021,2020s,10,Oct,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-30.2042,153.1635
2021,2020s,10,Oct,Queensland,Bull Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-20.2665,148.8819
2021,2020s,11,Nov,Western Australia,White Shark,Swimming,,Fatal,Unprovoked,Male,,99,-32.0569,115.7439
2021,2020s,12,Dec,Victoria,,Swimming,Torso,Non-Fatal,Unprovoked,Male,,99,-38.2676,144.5067
2021,2020s,12,Dec,Victoria,,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Female,,99,-38.2676,144.5067
2021,2020s,12,Dec,Queensland,Bull Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,,99,-16.9062,145.8662
2022,2020s,1,Jan,New South Wales,Whaler Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,,99,-35.1057,150.6951
2022,2020s,1,Jan,New South Wales,Wobbegong,,Leg/Foot,Non-Fatal,Unprovoked,,,99,-35.6288,150.3230
2022,2020s,1,Jan,Western Australia,Wobbegong,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-35.0903,117.9425
2022,2020s,1,Jan,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-33.6988,151.3102
2022,2020s,2,Feb,Western Australia,White Shark,Other,Leg/Foot,Non-Fatal,Unprovoked,Female,Morning,3,-33.8346,121.9851
2022,2020s,2,Feb,New South Wales,White Shark,Swimming,Torso,Fatal,Unprovoked,Male,Late Afternoon,5,-33.9781,151.2562
2022,2020s,2,Feb,Queensland,Tiger Shark,Other,Leg/Foot,Non-Fatal,Unprovoked,,,99,-27.2333,153.2667
2022,2020s,2,Feb,New South Wales,Wobbegong,Diving,,Non-Fatal,Unprovoked,,,99,-33.8006,151.2975
2022,2020s,3,Mar,Western Australia,White Shark,Swimming,,Uninjured,Unprovoked,Male,Early Afternoon,4,-32.6228,115.6239
2022,2020s,3,Mar,New South Wales,,Boarding,,Uninjured,Unprovoked,Male,,99,-33.9516,151.2603
2022,2020s,3,Mar,New South Wales,Wobbegong,Standing in Water,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-31.8402,152.7449
2022,2020s,4,Apr,Tasmania,Other,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,,99,-42.1451,148.2805
2022,2020s,4,Apr,Western Australia,White Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-35.0262,116.497637
2022,2020s,5,May,Western Australia,Bull Shark,Other,,Uninjured,Provoked,Male,Morning,3,-31.97889,115.8247
2022,2020s,5,May,Western Australia,Whaler Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-33.63644,115.023785
2022,2020s,6,Jun,Western Australia,Tiger Shark,Snorkelling,Arm/Hand,Non-Fatal,Unprovoked,Female,Early Afternoon,4,-22.13101,113.87703
2022,2020s,8,Aug,Western Australia,White Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Early Afternoon,4,-35.05607,117.92543
2022,2020s,8,Aug,New South Wales,White Shark,Unmotorised Boating,,Uninjured,Unprovoked,Male,,99,-30.3125,153.1571
2022,2020s,8,Aug,New South Wales,Whaler Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,,99,-33.4592,151.4398
2022,2020s,10,Oct,Victoria,,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-38.338,141.6095
2022,2020s,10,Oct,Western Australia,Bull Shark,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,Early Afternoon,4,-20.157554,118.488911
2022,2020s,10,Oct,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,,99,-35.8139,150.2258
2022,2020s,10,Oct,South Australia,White Shark,Unmotorised Boating,,Uninjured,Unprovoked,Male,,99,-35.0316,152.9774
2022,2020s,12,Dec,New South Wales,White Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-31.1876,152.9782
2022,2020s,12,Dec,Western Australia,,Boarding,,Uninjured,Unprovoked,Male,,99,-32.59094,115.635579
2023,2020s,1,Jan,Queensland,,Spearfishing,Torso,Non-Fatal,Provoked,Male,,99,-23.90491,152.38786
2023,2020s,2,Feb,Western Australia,Bull Shark,Swimming,Leg/Foot,Fatal,Unprovoked,Female,,99,-32.041418,115.754765
2023,2020s,2,Feb,Western Australia,Other,Other,,Uninjured,Unprovoked,,,99,-32.591951,115.637557
2023,2020s,3,Mar,Western Australia,White Shark,Other,,Uninjured,Unprovoked,Female,,99,-34.880263,118.402923
2023,2020s,3,Mar,Western Australia,Other,Standing in Water,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-20.441135,115.548026
2023,2020s,3,Mar,Western Australia,Whaler Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-33.6463583,115.0339741
2023,2020s,4,Apr,Western Australia,Other,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,,99,-28.981214,114.700368
2023,2020s,4,Apr,Western Australia,,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-22.177466,113.858004
2023,2020s,4,Apr,Western Australia,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-33.637131,115.026302
2023,2020s,5,May,South Australia,Whaler Shark,Boarding,Other,Fatal,Unprovoked,Male,,99,-33.55622,134.85406
2023,2020s,5,May,New South Wales,,Boarding,,Uninjured,Unprovoked,Male,,99,-35.8633,150.1667
2023,2020s,5,May,Western Australia,Tiger Shark,Other,,Uninjured,Provoked,Male,Early Afternoon,4,-28.738847,114.616582
2023,2020s,6,Jun,Western Australia,Tiger Shark,,,Uninjured,,,,99,-25.51469,113.451781
