year,decade,month,month_name,state,species,activity,body_part,injury,provoked,gender,time_block,time_order,latitude,longitude
2005,2000s,9,Sep,South Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-36.0636,136.7062
2005,2000s,9,Sep,South Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-34.9101,135.6864
2005,2000s,11,Nov,Victoria,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-38.4816,145.0325
2005,2000s,11,Nov,Queensland,Whaler Shark,Diving,,Uninjured,Unprovoked,Male,Morning,3,-26.9714,153.4732
2005,2000s,12,Dec,Queensland,Other,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,Morning,3,-16.1048,145.8411
2006,2000s,1,Jan,Queensland,Bull Shark,Swimming,Leg/Foot,Fatal,Unprovoked,Female,Late Afternoon,5,-27.4021,153.4374
2006,2000s,1,Jan,Western Australia,White Shark,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,Morning,3,-31.9369,115.6965
2006,2000s,2,Feb,Queensland,Wobbegong,Standing in Water,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-26.8309,153.1204
2006,2000s,3,Mar,New South Wales,Whaler Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-33.8941,151.2743
2006,2000s,4,Apr,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-32.9281,151.7914
2006,2000s,5,May,Queensland,Wobbegong,Diving,Torso,Non-Fatal,Provoked,Male,Late Afternoon,5,-26.7862,153.1429
2006,2000s,8,Aug,New South Wales,White Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-33.9372,151.2598
2006,2000s,12,Dec,Western Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-33.9224,122.581
2006,2000s,12,Dec,Western Australia,Other,Spearfishing,,Uninjured,Provoked,Male,,99,-20.6001,116.5623
2006,2000s,12,Dec,Victoria,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-38.3681,144.2858
2007,2000s,1,Jan,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Early Morning,2,-32.3876,152.5231
2007,2000s,1,Jan,New South Wales,White Shark,Diving,Torso,Non-Fatal,Provoked,Male,Morning,3,-37.5022,149.9783
2007,2000s,2,Feb,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-28.8501,153.6022
2007,2000s,3,Mar,New South Wales,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Female,,99,-28.4963,153.5525
2007,2000s,3,Mar,Queensland,Bull Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Late Afternoon,5,-24.7142,152.2791
2007,2000s,4,Apr,Queensland,,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Evening,6,-16.6677,139.17099
2007,2000s,5,May,Western Australia,Other,Swimming,Leg/Foot,Non-Fatal,Provoked,Female,Early Afternoon,4,-23.4487,113.7799
2007,2000s,6,Jun,New South Wales,Bull Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-31.1865,152.9809
2007,2000s,7,Jul,New South Wales,Wobbegong,Diving,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-33.8004,151.2957
2007,2000s,7,Jul,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,Male,Early Morning,2,-21.8013,114.1389
2007,2000s,7,Jul,Western Australia,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,,99,-12.1536,96.8192
2007,2000s,10,Oct,Queensland,Whaler Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Early Afternoon,4,-16.4605,147.9843
2007,2000s,10,Oct,New South Wales,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Female,Morning,3,-28.6371,153.6281
2007,2000s,11,Nov,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Early Afternoon,4,-28.6357,153.6348
2007,2000s,12,Dec,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-33.9495,151.2569
2007,2000s,12,Dec,Queensland,Whaler Shark,Swimming,Arm/Hand,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-27.9053,153.4208
2007,2000s,12,Dec,New South Wales,White Shark,Boarding,Torso,Non-Fatal,Unprovoked,Male,Morning,3,-32.6833,152.1852
2008,2000s,1,Jan,Tasmania,White Shark,Unmotorised Boating,,Uninjured,Unprovoked,Male,,99,-41.0081,147.1579
2008,2000s,1,Jan,New South Wales,Wobbegong,Diving,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-28.1944,153.5791
2008,2000s,1,Jan,Western Australia,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-32.0238,115.5291
2008,2000s,2,Feb,Victoria,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Early Afternoon,4,-38.8586,146.1916
2008,2000s,4,Apr,Queensland,Wobbegong,Standing in Water,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-28.1652,153.5397
2008,2000s,4,Apr,New South Wales,Bull Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Male,Early Morning,2,-28.8736,153.5904
2008,2000s,4,Apr,Western Australia,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Female,,99,-33.6397,115.0263
2008,2000s,5,May,Western Australia,White Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-35.0167,117.9249
2008,2000s,7,Jul,Victoria,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-38.3771,142.4312
2008,2000s,8,Aug,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-28.6547,153.6284
2008,2000s,9,Sep,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-28.6392,153.6265
2008,2000s,12,Dec,New South Wales,Whaler Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-32.4317,152.5232
2008,2000s,12,Dec,Western Australia,White Shark,Snorkelling,Other,Fatal,Provoked,Male,Early Morning,2,-32.3498,115.7425
2008,2000s,12,Dec,New South Wales,White Shark,Unmotorised Boating,,Uninjured,Provoked,Male,,99,-33.7443,151.3104
2009,2000s,1,Jan,New South Wales,Other,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Morning,3,-34.5336,150.8658
2009,2000s,1,Jan,Queensland,Other,Diving,Leg/Foot,Non-Fatal,Provoked,Male,,99,-13.8708,146.5739
2009,2000s,1,Jan,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-28.2127,153.5679
2009,2000s,1,Jan,Tasmania,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Female,Early Afternoon,4,-41.2432,148.2932
2009,2000s,1,Jan,New South Wales,,Swimming,Arm/Hand,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-35.7591,150.2118
2009,2000s,2,Feb,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-31.4538,152.9319
2009,2000s,2,Feb,New South Wales,Bull Shark,Diving,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-33.8613,151.2266
2009,2000s,2,Feb,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Early Morning,2,-29.7157,153.3047
2009,2000s,2,Feb,New South Wales,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,Evening,6,-33.8941,151.2743
2009,2000s,2,Feb,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-32.3803,152.5291
2009,2000s,3,Mar,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-33.6349,151.3338
2009,2000s,3,Mar,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Female,Early Morning,2,-35.8445,150.1779
2009,2000s,3,Mar,New South Wales,Wobbegong,Diving,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-33.9516,151.2582
2009,2000s,3,Mar,Western Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-32.5194,115.7009
2009,2000s,3,Mar,Western Australia,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,Morning,3,-31.9952,115.5417
2009,2000s,4,Apr,New South Wales,Bull Shark,Boarding,,Uninjured,Unprovoked,Male,Early Morning,2,-32.7383,152.1904
2009,2000s,6,Jun,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-34.7729,150.8137
2009,2000s,7,Jul,New South Wales,Whaler Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,Early Morning,2,-28.7038,153.6156
2009,2000s,8,Aug,Western Australia,White Shark,Spearfishing,,Uninjured,Provoked,Male,Early Afternoon,4,-32.0151,115.4522
2009,2000s,9,Sep,Western Australia,Whaler Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-12.1405,96.8258
2009,2000s,10,Oct,Victoria,White Shark,Unmotorised Boating,,Uninjured,Unprovoked,Male,,99,-38.3285,141.6316
2009,2000s,10,Oct,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Female,Early Morning,2,-28.7904,153.5949
2009,2000s,11,Nov,South Australia,White Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Morning,3,-35.5095,138.2154
2009,2000s,12,Dec,Queensland,Whaler Shark,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,,99,-23.5974,152.0419
2009,2000s,12,Dec,New South Wales,Wobbegong,Standing in Water,Leg/Foot,Non-Fatal,Provoked,Male,Morning,3,-33.4692,151.4359
2009,2000s,12,Dec,New South Wales,White Shark,Unmotorised Boating,,Non-Fatal,Unprovoked,Male,,99,-32.6776,152.1865
2009,2000s,12,Dec,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-29.1121,153.4351
2009,2000s,12,Dec,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Early Morning,2,-32.1521,152.5053
2010,2010s,1,Jan,Queensland,White Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-24.8295,152.4687
2010,2010s,1,Jan,Victoria,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,Early Morning,2,-38.2859,144.4603
2010,2010s,1,Jan,Queensland,Other,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Female,,99,-10.5841,142.2236
2010,2010s,2,Feb,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-29.4306,153.3633
2010,2010s,2,Feb,Queensland,Bull Shark,Snorkelling,Torso,Non-Fatal,Unprovoked,Female,Early Afternoon,4,-20.3431,148.9365
2010,2010s,2,Feb,New South Wales,Wobbegong,Standing in Water,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-33.6759,151.3164
2010,2010s,5,May,New South Wales,Bull Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-31.3125,152.9715
2010,2010s,6,Jun,Western Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-35.0389,116.8432
2010,2010s,8,Aug,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-31.1865,152.9809
2010,2010s,8,Aug,Western Australia,White Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Male,Early Morning,2,-33.8648,114.9754
2010,2010s,9,Sep,New South Wales,Bull Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-29.3874,153.3691
2010,2010s,10,Oct,Western Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-30.8223,115.1996
2010,2010s,10,Oct,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-30.0638,153.2033
2010,2010s,10,Oct,Western Australia,White Shark,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Female,Early Afternoon,4,-32.2056,115.7211
2011,2010s,2,Feb,South Australia,White Shark,Diving,Other,Fatal,Provoked,Male,Evening,6,-34.7177,135.1527
2011,2010s,2,Feb,Western Australia,Whaler Shark,Snorkelling,Arm/Hand,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-21.9527,114.1407
2011,2010s,3,Mar,New South Wales,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Female,Early Afternoon,4,-32.6792,152.1767
2011,2010s,3,Mar,New South Wales,Bull Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,Evening,6,-31.8464,152.7489
2011,2010s,4,Apr,Western Australia,Whaler Shark,Fishing,Leg/Foot,Non-Fatal,Provoked,Male,Late Afternoon,5,-24.0303,113.4485
2011,2010s,5,May,New South Wales,Wobbegong,Diving,Leg/Foot,Non-Fatal,Provoked,Female,,99,-32.1801,152.5257
2011,2010s,8,Aug,Queensland,Tiger Shark,Swimming,Torso,Fatal,Unprovoked,Male,Evening,6,-18.7116,146.5171
2011,2010s,9,Sep,Western Australia,White Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Male,,99,-33.5373,115.0327
2011,2010s,10,Oct,Western Australia,White Shark,Diving,,Fatal,Unprovoked,Male,Early Afternoon,4,-31.99037,115.50381
2011,2010s,10,Oct,Victoria,Other,Diving,,Uninjured,Provoked,Male,Late Afternoon,5,-37.8914,144.9815
2011,2010s,10,Oct,Western Australia,White Shark,Swimming,,Fatal,Unprovoked,Male,Early Morning,2,-31.9947,115.7505
2011,2010s,11,Nov,Queensland,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,Late Afternoon,5,-26.4829,153.0996
2011,2010s,12,Dec,New South Wales,Whaler Shark,Boarding,Torso,Non-Fatal,Unprovoked,Male,Early Morning,2,-28.6864,153.6051
2011,2010s,12,Dec,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Provoked,Male,Evening,6,-33.9514,151.2581
2011,2010s,12,Dec,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-29.4851,153.3634
2012,2010s,1,Jan,New South Wales,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,Evening,6,-33.4592,151.4398
2012,2010s,1,Jan,New South Wales,Tiger Shark,Spearfishing,,Uninjured,Provoked,Male,,99,-28.1689,153.5529
2012,2010s,1,Jan,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-33.0147,151.7198
2012,2010s,1,Jan,Western Australia,Tiger Shark,Snorkelling,Arm/Hand,Non-Fatal,Unprovoked,Male,,99,-23.1565,113.7637
2012,2010s,2,Feb,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-31.9948,152.5724
2012,2010s,2,Feb,New South Wales,Wobbegong,Fishing,Leg/Foot,Non-Fatal,Provoked,Male,Late Afternoon,5,-32.6257,152.3076
2012,2010s,2,Feb,Queensland,Whaler Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-26.7505,153.1374
2012,2010s,3,Mar,Queensland,Bull Shark,Boarding,Leg/Foot,Non-Fatal,Provoked,Male,Late Afternoon,5,-28.0526,153.4434
2012,2010s,3,Mar,New South Wales,,Unmotorised Boating,,Uninjured,Unprovoked,Male,,99,-33.5572,151.3174
2012,2010s,3,Mar,Western Australia,White Shark,Diving,Torso,Fatal,Unprovoked,Male,Morning,3,-33.4667,115.5167
2012,2010s,4,Apr,South Australia,White Shark,Unmotorised Boating,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-35.1946,136.8691
2012,2010s,5,May,New South Wales,Wobbegong,Diving,Arm/Hand,Non-Fatal,Provoked,Male,Morning,3,-32.2167,152.6
2012,2010s,5,May,New South Wales,White Shark,Unmotorised Boating,,Uninjured,Unprovoked,Male,Early Afternoon,4,-33.0147,151.7198
2012,2010s,6,Jun,Victoria,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-38.6221,142.9905
2012,2010s,6,Jun,Tasmania,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-43.6108,146.8207
2012,2010s,6,Jun,Western Australia,White Shark,Unmotorised Boating,,Uninjured,Unprovoked,Male,Early Morning,2,-31.8039,115.7274
2012,2010s,7,Jul,South Australia,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,,99,-32.7901,134.1226
2012,2010s,7,Jul,Western Australia,White Shark,Boarding,Other,Fatal,Unprovoked,Male,Morning,3,-30.8223,115.1996
2012,2010s,8,Aug,Western Australia,Tiger Shark,Boarding,Torso,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-24.0303,113.4485
2012,2010s,10,Oct,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,Male,Early Afternoon,4,-31.7831,115.7327
2012,2010s,12,Dec,New South Wales,Bull Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-31.7339,152.7934
2012,2010s,12,Dec,New South Wales,Other,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Late Afternoon,5,-30.9109,153.0889
2012,2010s,12,Dec,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Early Afternoon,4,-33.7528,151.2983
2013,2010s,1,Jan,Western Australia,Whaler Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Morning,3,-20.4436,116.9632
2013,2010s,1,Jan,Queensland,Tiger Shark,Boarding,Torso,Non-Fatal,Unprovoked,Male,,99,-26.3847,153.0916
2013,2010s,3,Mar,Western Australia,Whaler Shark,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,Morning,3,-28.9751,114.5658
2013,2010s,4,Apr,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Female,,99,-29.4777,153.3606
2013,2010s,5,May,Western Australia,White Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-32.4102,115.7439
2013,2010s,5,May,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,Early Morning,2,-28.6357,153.6348
2013,2010s,6,Jun,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Late Afternoon,5,-35.0723,150.7826
2013,2010s,7,Jul,Victoria,White Shark,Swimming,Arm/Hand,Non-Fatal,Unprovoked,Male,Before Dawn,1,-38.4809,145.0135
2013,2010s,10,Oct,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Provoked,Male,Evening,6,-33.7221,151.3005
2013,2010s,10,Oct,Western Australia,Other,Snorkelling,Arm/Hand,Non-Fatal,Unprovoked,Female,,99,-22.0974,113.8878
2013,2010s,10,Oct,Western Australia,White Shark,Diving,Arm/Hand,Non-Fatal,Provoked,Male,Morning,3,-33.9013,123.3783
2013,2010s,11,Nov,New South Wales,Tiger Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Male,Early Afternoon,4,-30.2388,153.1508
2013,2010s,11,Nov,Western Australia,White Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Male,Morning,3,-33.8885,114.9837
2013,2010s,12,Dec,Queensland,Wobbegong,Diving,Leg/Foot,Non-Fatal,Unprovoked,Female,Early Afternoon,4,-27.9472,153.4577
2013,2010s,12,Dec,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-31.4538,152.9319
2014,2010s,2,Feb,South Australia,White Shark,Spearfishing,Other,Fatal,Provoked,Male,Early Afternoon,4,-35.1531,137.6885
2014,2010s,2,Feb,Western Australia,White Shark,Spearfishing,,Uninjured,Provoked,Male,Early Afternoon,4,-31.989,115.536
2014,2010s,3,Mar,Victoria,White Shark,Boarding,,Uninjured,Unprovoked,Male,,99,-38.3681,144.2858
2014,2010s,3,Mar,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,Evening,6,-31.4763,152.9337
2014,2010s,4,Apr,New South Wales,White Shark,Swimming,Other,Fatal,Unprovoked,Female,Early Morning,2,-36.7261,149.9827
2014,2010s,4,Apr,Western Australia,Whaler Shark,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,Late Afternoon,5,-23.1992,113.7554
2014,2010s,5,May,South Australia,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-33.6544,134.8753
2014,2010s,5,May,Queensland,Bull Shark,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Night,7,-27.9961,153.4246
2014,2010s,6,Jun,South Australia,White Shark,Boarding,Torso,Non-Fatal,Unprovoked,Male,Morning,3,-35.6314,138.4666
2014,2010s,6,Jun,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Provoked,Male,Early Morning,2,-34.7729,150.8137
2014,2010s,6,Jun,South Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-35.5167,138.7184
2014,2010s,6,Jun,South Australia,White Shark,Boarding,,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-35.5167,138.7184
2014,2010s,8,Aug,Western Australia,Whaler Shark,Spearfishing,Head/Neck,Non-Fatal,Provoked,Male,,99,-23.7631,113.5435
2014,2010s,9,Sep,New South Wales,White Shark,Snorkelling,Leg/Foot,Fatal,Unprovoked,Male,Morning,3,-28.6392,153.6265
2014,2010s,9,Sep,New South Wales,Wobbegong,Swimming,Arm/Hand,Non-Fatal,Unprovoked,Female,,99,-31.4295,152.9193
2014,2010s,10,Oct,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Provoked,Female,Early Morning,2,-33.4692,151.4359
2014,2010s,10,Oct,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Provoked,Male,Evening,6,-31.9948,152.5724
2014,2010s,10,Oct,Western Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-33.8346,121.9851
2014,2010s,11,Nov,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,Early Morning,2,-30.2042,153.1635
2014,2010s,11,Nov,New South Wales,Wobbegong,Snorkelling,Leg/Foot,Non-Fatal,Provoked,Male,,99,-35.7382,150.2108
2014,2010s,11,Nov,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Female,Before Dawn,1,-33.7528,151.2983
2014,2010s,11,Nov,Western Australia,Whaler Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-32.6044,115.6285
2014,2010s,12,Dec,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-35.1338,150.7167
2014,2010s,12,Dec,Western Australia,White Shark,Spearfishing,Leg/Foot,Fatal,Provoked,Male,Early Afternoon,4,-34.880263,118.402923
2014,2010s,12,Dec,Queensland,Tiger Shark,Spearfishing,Leg/Foot,Fatal,Provoked,Male,Morning,3,-16.2157,145.6778
2015,2010s,1,Jan,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Female,,99,-28.6357,153.6348
2015,2010s,1,Jan,New South Wales,Wobbegong,Standing in Water,Leg/Foot,Non-Fatal,Provoked,Male,Late Afternoon,5,-32.6889,152.0726
2015,2010s,1,Jan,Queensland,Bull Shark,Unmotorised Boating,,Uninjured,Unprovoked,Male,Before Dawn,1,-27.9978,153.4151
2015,2010s,1,Jan,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-28.8442,153.6071
2015,2010s,1,Jan,New South Wales,Whaler Shark,Spearfishing,Arm/Hand,Non-Fatal,Provoked,Male,,99,-35.3421,150.4774
2015,2010s,2,Feb,New South Wales,White Shark,Boarding,Torso,Non-Fatal,Unprovoked,Male,Early Morning,2,-28.7988,153.5957
2015,2010s,2,Feb,New South Wales,White Shark,Boarding,Leg/Foot,Fatal,Unprovoked,Male,,99,-28.8634,153.5952
2015,2010s,2,Feb,New South Wales,Wobbegong,Swimming,Leg/Foot,Non-Fatal,Unprovoked,Male,,99,-32.9468,151.7596
2015,2010s,3,Mar,New South Wales,Other,Swimming,Leg/Foot,Non-Fatal,Provoked,Female,Early Afternoon,4,-31.5181,159.0649
2015,2010s,4,Apr,New South Wales,Other,Swimming,Leg/Foot,Non-Fatal,Provoked,Male,Late Afternoon,5,-31.5181,159.0649
2015,2010s,4,Apr,New South Wales,Wobbegong,Boarding,Leg/Foot,Non-Fatal,Provoked,Male,Early Morning,2,-35.8044,150.2265
2015,2010s,4,Apr,South Australia,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-34.9101,135.6864
2015,2010s,5,May,New South Wales,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-32.0095,152.5664
2015,2010s,6,Jun,Western Australia,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Female,Morning,3,-35.0245,117.3367
2015,2010s,6,Jun,Western Australia,Wobbegong,Swimming,Arm/Hand,Non-Fatal,Provoked,Male,,99,-31.989,115.536
2015,2010s,6,Jun,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-28.6337,153.6003
2015,2010s,6,Jun,New South Wales,Tiger Shark,Spearfishing,Leg/Foot,Non-Fatal,Provoked,Male,Late Afternoon,5,-35.6675,150.3067
2015,2010s,7,Jul,Queensland,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-28.0823,153.4552
2015,2010s,7,Jul,Tasmania,White Shark,Diving,Torso,Fatal,Provoked,Male,Early Morning,2,-42.6304,148.0182
2015,2010s,7,Jul,Tasmania,White Shark,Diving,,Uninjured,Provoked,Male,Early Morning,2,-42.6333,147.9833
2015,2010s,7,Jul,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Morning,2,-29.1121,153.4351
2015,2010s,7,Jul,New South Wales,White Shark,Boarding,,Uninjured,Unprovoked,Male,Morning,3,-28.7904,153.5949
2015,2010s,7,Jul,New South Wales,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,,99,-29.4416,153.3681
2015,2010s,7,Jul,Victoria,White Shark,Boarding,Arm/Hand,Non-Fatal,Unprovoked,Male,,99,-38.2581,141.7986
2015,2010s,7,Jul,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Morning,3,-28.8736,153.5904
2015,2010s,8,Aug,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-31.4763,152.9337
2015,2010s,8,Aug,Queensland,Tiger Shark,Boarding,,Uninjured,Unprovoked,Female,,99,-18.8333,147.6333
2015,2010s,9,Sep,New South Wales,,Boarding,Arm/Hand,Non-Fatal,Provoked,Male,Early Morning,2,-33.3659,152.4973
2015,2010s,9,Sep,New South Wales,White Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Early Afternoon,4,-32.0666,152.5439
2015,2010s,9,Sep,Queensland,,Snorkelling,Leg/Foot,Non-Fatal,Unprovoked,Female,,99,-17.2268,146.0911
2015,2010s,10,Oct,Western Australia,White Shark,Spearfishing,Torso,Non-Fatal,Provoked,Male,Morning,3,-34.880263,118.402923
2015,2010s,10,Oct,Western Australia,Other,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Late Afternoon,5,-32.6044,115.6285
2015,2010s,11,Nov,New South Wales,Bull Shark,Boarding,Leg/Foot,Non-Fatal,Unprovoked,Male,Evening,6,-28.8741,153.5903
